1,67.505461,23428126,0
1,67.446122,23428126,0
1,67.486056,23428126,0
1,67.172048,23428126,0
1,67.678266,23428126,0
1,67.205675,23428126,0
1,67.118010,23428126,0
1,67.358206,23428126,0
2,53.037392,29420895,5992768
2,52.414978,29614239,6186112
2,52.009471,29379657,5951530
2,52.232895,29618177,6190050
2,52.234940,29661683,6233556
2,52.713024,29630512,6202385
2,51.739182,29606959,6178832
2,51.691466,29653284,6225157
3,39.635740,34753097,11324969
3,39.616581,34840134,11412006
3,39.917284,34899820,11471692
3,39.744546,34779238,11351110
3,39.790422,34908264,11480136
3,39.819419,34526916,11098788
3,39.797538,34806503,11378375
3,39.700091,34822532,11394404
4,35.449428,38747787,15319658
4,35.749828,38526118,15097989
4,35.442417,38334368,14906239
4,35.601343,38760077,15331948
4,35.026515,39382560,15954431
4,34.799560,38851050,15422921
4,34.573815,38980497,15552368
4,34.912544,38504387,15076258
5,31.522034,43334142,19906012
5,31.319574,42804680,19376550
5,31.469120,43144164,19716034
5,31.213072,42327162,18899032
5,31.918765,43074268,19646138
5,31.408067,43339159,19911029
5,31.395022,43199635,19771505
5,31.836667,,
6,29.223949,46413836,22985705
6,30.348918,45111530,21683399
6,29.921528,46180075,22751944
6,29.980883,46185135,22757004
6,29.880418,45526092,22097961
6,30.141538,45345532,21917401
6,30.088876,45824991,22396860
6,29.748647,45986385,22558254
7,29.511841,48559522,25131390
7,29.327758,48462089,25033957
7,29.726141,47947082,24518950
7,29.365850,48780945,25352813
7,29.173808,48338512,24910380
7,28.626505,49948336,26520204
7,28.886269,48162724,24734592
7,,,
8,31.815114,48625142,25197009
8,31.760447,48070968,24642835
8,30.939544,48815141,25387008
8,31.792752,48695039,25266906
8,32.007417,48386829,24958696
8,31.882682,49125932,25697799
8,31.527155,48834743,25406610
8,30.982858,49216125,25787992
9,35.553820,45474991,22046857
9,35.733571,45768279,22340145
9,36.367663,45508763,22080629
9,36.361790,45975886,22547752
9,36.161232,46196330,22768196
9,34.796473,46912743,23484609
9,,,
9,36.326349,46028037,22599903
10,43.079248,43834855,20406720
10,43.326132,43619904,20191769
10,41.542991,44332396,20904261
10,42.829092,43853325,20425190
10,42.381083,43522477,20094342
10,,,
10,41.920717,43916403,20488268
10,42.574955,43448943,20020808
11,49.164682,42008687,18580551
11,48.616375,41916890,18488754
11,49.717121,47379399,23951263
11,48.650247,42079253,18651117
11,49.478977,42154170,18726034
11,49.485083,41911079,18482943
11,48.968249,41988510,18560374
11,49.197993,41618520,18190384
12,54.064290,40753025,17324888
12,53.247343,40391929,16963792
12,52.793466,40671109,17242972
12,,,
12,,,
12,54.205077,41309085,17880948
12,,,
12,53.406200,40893822,17465685
13,58.139630,40230879,16802741
13,59.762051,40090138,16662000
13,58.587642,40245751,16817613
13,58.300820,40458967,17030823
13,57.204978,40706151,17278013
13,58.594461,41193909,17765771
13,58.154955,40269855,16841717
13,59.293266,40364425,16936287
14,63.276079,39871331,16443192
14,63.002966,39921017,16492878
14,62.088840,39980678,16552539
14,61.332577,39998237,16570098
14,63.727576,39486658,16058519
14,62.966347,39570069,16141930
14,63.375279,39532807,16104668
14,63.253606,39738663,16310524
15,66.838609,39254103,15825963
15,66.977025,39128481,15700341
15,67.960201,39217337,15789197
15,67.676280,39577043,16148903
15,67.035328,39224751,15796611
15,67.415726,39334267,15906127
15,66.877934,39255226,15827086
15,67.451704,39406372,15978232
16,71.545531,38869056,15440915
16,71.238392,38817432,15389291
16,71.253855,38796279,15368138
16,71.342525,38768199,15340058
16,71.364408,39012906,15584765
16,71.604989,38722382,15294241
16,71.631579,38926896,15498755
16,72.031987,39042901,15614760
17,75.622749,38511322,15083180
17,75.689487,38148813,14720671
17,75.451075,38628362,15200220
17,76.199887,38465227,15037085
17,75.732508,38160667,14732525
17,75.144417,38121077,14692935
17,75.445525,38406251,14978109
17,75.919226,38584147,15156005
18,80.437948,38391181,14963038
18,79.151234,37416479,13988336
18,78.785376,38497533,15069390
18,79.576175,37785364,14357221
18,78.783368,37680001,14251858
18,78.192561,37735312,14307169
18,79.012659,37820673,14392530
18,78.386154,37099026,13670883
19,83.370876,36478992,13050848
19,80.547825,36563979,13135835
19,81.436884,36936122,13507978
19,82.756805,37221715,13793571
19,82.509744,36956768,13528624
19,82.100934,37043325,13615181
19,82.323757,36729145,13301001
19,82.957213,36266080,12837936
20,87.388610,35761480,12333335
20,86.727146,35969649,12541504
20,86.484385,35796582,12368437
20,87.065939,36290880,12862735
20,85.602806,35747565,12319420
20,86.614740,35812982,12384837
20,87.012097,36351842,12923697
20,86.472889,36107769,12679624
21,91.265138,34119328,10691182
21,91.501714,33203541,9775395
21,91.549976,33447275,10019129
21,90.930058,34169594,10741448
21,90.838541,33209325,9781179
21,90.835341,34570439,11142293
21,91.220085,33809907,10381761
21,90.984263,33735736,10307590
22,95.603454,31097805,7669658
22,95.310739,32743279,9315132
22,95.350889,32617887,9189740
22,95.528342,32138830,8710683
22,95.868171,32846187,9418040
22,95.211909,32975913,9547766
22,95.910351,31458470,8030323
22,95.266694,33206231,9778084
23,99.216378,28621851,5193703
23,99.236164,29337337,5909189
23,99.648360,29061087,5632939
23,99.884610,31351142,7922994
23,99.886179,29540628,6112480
23,98.978599,30071994,6643846
23,99.207100,31270821,7842673
23,99.480812,28716638,5288490
24,103.014154,28496258,5068109
24,103.666075,28511109,5082960
24,102.954345,28098724,4670575
24,103.525595,28295697,4867548
24,103.454227,29402863,5974714
24,103.949698,28131691,4703542
24,104.199054,28498636,5070487
24,104.099879,28269766,4841617
25,108.654477,27632706,4204556
25,108.313701,28114466,4686316
25,108.274652,27747930,4319780
25,107.093630,28049442,4621292
25,106.410220,27700207,4272057
25,107.637612,28304555,4876405
25,108.045329,27524927,4096777
25,108.309703,27869851,4441701
26,112.583810,27602367,4174216
26,113.045905,27970069,4541918
26,113.560593,27927848,4499697
26,113.379183,27888606,4460455
26,113.114457,27607028,4178877
26,113.479246,27698951,4270800
26,113.695819,27526323,4098172
26,113.139833,27517620,4089469
27,118.827698,27456896,4028744
27,118.370287,27347102,3918950
27,118.194467,27169706,3741554
27,118.540877,27305987,3877835
27,118.551624,27333791,3905639
27,117.852322,27285827,3857675
27,118.316239,27233181,3805029
27,119.255634,27437252,4009100
28,119.712928,27060998,3632845
28,118.618040,26950811,3522658
28,118.502017,26889124,3460971
28,119.359609,27015433,3587280
28,119.327670,27109306,3681153
28,119.380011,27180796,3752643
28,119.082748,27104524,3676371
28,119.491971,27225216,3797063
29,122.054606,26742624,3314470
29,122.076600,26757583,3329429
29,121.946253,26731699,3303545
29,122.040963,26746014,3317860
29,121.997335,26775513,3347359
29,122.388754,26781644,3353490
29,121.989769,26726027,3297873
29,121.918499,26705685,3277531
30,125.473723,26565955,3137800
30,125.287031,26582375,3154220
30,125.310039,26678483,3250328
30,125.733219,26617379,3189224
30,125.178338,26568546,3140391
30,125.334768,26589023,3160868
30,124.992033,26663310,3235155
30,125.217222,26574109,3145954
31,129.619955,26447376,3019220
31,129.163143,26375062,2946906
31,129.446115,26444670,3016514
31,129.555918,26444526,3016370
31,129.014759,26398466,2970310
31,129.439398,26461416,3033260
31,129.498091,26448246,3020090
31,129.273620,26400119,2971963
